"","Restaurant","Product_Name","Price","User-Rating","No-Ratings","Address","City","Location","RestaurantLatitude","RestaurantLongitude","CenterLatitude","CenterLongitude","DistanceCityCenter","DistanceCEU","size","Tags"
"71","Grano Pizza & Pasta & Salad","Margherita pizza","1490",4.7,202,"Rákóczi út 71/a","Pécs","Rákóczi út, Puturluk, Budai városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7626, Magyarország",46.0748645,18.2398524,46.0763222,18.2280746,"0.9253990501481445 km","170.17310681187567 km","32","PizzaTésztaOlaszTésztaAlgida"
"72","Grano Pizza & Pasta & Salad","Margherita pizza","2490",4.7,202,"Rákóczi út 71/a","Pécs","Rákóczi út, Puturluk, Budai városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7626, Magyarország",46.0748645,18.2398524,46.0763222,18.2280746,"0.9253990501481445 km","170.17310681187567 km","45","PizzaTésztaOlaszTésztaAlgida"
"73","Grizzly Pizzéria","G - Margherita pizza","2330",4.7,70,"Õz utca 5","Pécs","Apolló pizzéria és étterem, 5, Õz utca, Solidus Lakópark, Szigeti külváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.07456535,18.2132904517594,46.0763222,18.2280746,"1.1602232940662367 km","170.95168130178058 km","45","PizzaKészpénzes fizetés"
"74","Grizzly Pizzéria","G - Margherita pizza","3160",4.7,70,"Õz utca 5","Pécs","Apolló pizzéria és étterem, 5, Õz utca, Solidus Lakópark, Szigeti külváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.07456535,18.2132904517594,46.0763222,18.2280746,"1.1602232940662367 km","170.95168130178058 km","52","PizzaKészpénzes fizetés"
"75","Grizzly Pizzéria","G - Margherita pizza","1460",4.7,70,"Õz utca 5","Pécs","Apolló pizzéria és étterem, 5, Õz utca, Solidus Lakópark, Szigeti külváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.07456535,18.2132904517594,46.0763222,18.2280746,"1.1602232940662367 km","170.95168130178058 km","32","PizzaKészpénzes fizetés"
"76","Happy Hot Pizza Szeged","Pizza MAX - Margherita","1890",4.8,235,"Makkosházi Körút 23","Szeged","Happy Hot Pizzéria, 23, Makkosházi körút, Gedó, Makkosház, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.27281235,20.1521044836294,46.2546312,20.1486016,"2.038915736305919 km","160.28726544115335 km","28","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"77","Happy Hot Pizza Szeged","Pizza MAX - Margherita","3790",4.8,235,"Makkosházi Körút 23","Szeged","Happy Hot Pizzéria, 23, Makkosházi körút, Gedó, Makkosház, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.27281235,20.1521044836294,46.2546312,20.1486016,"2.038915736305919 km","160.28726544115335 km","45","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"78","HappyHOT Pizza DEBRECEN","PizzaMAX Margherita","5690",4.6,421,"Bethlen utca 46","Debrecen","46, Bethlen utca, Péterfia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4026, Magyarország",47.53614885,21.6214221,47.531399,21.6259782,"0.6297369541119756 km","193.69094606392002 km","45","OlaszMagyarosPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"79","HappyHOT Pizza DEBRECEN","PizzaMAX Margherita","2790",4.6,421,"Bethlen utca 46","Debrecen","46, Bethlen utca, Péterfia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4026, Magyarország",47.53614885,21.6214221,47.531399,21.6259782,"0.6297369541119756 km","193.69094606392002 km","28","OlaszMagyarosPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"80","Home Bistro extra","Home extra margaritája","1490",3.6,30,"Üllõi út 121","Budapest","Nagyvárad Gyógyszertár, 121, Üllõi út, Középsõ-Ferencváros, Budapest, Közép-Magyarország, 1091, Magyarország",47.4791363,19.0883315,47.4983815,19.0404707,"4.193694969751101 km","3.7604397915647234 km","32","PizzaReggelizõhelyMagyarosReggelizõhelyKészpénzes fizetés"
"81","Ibolya Pizza","Margarita pizza","1490",4.3,24,"Ferenciek tere 5","Budapest","Ibolya espresso, 5, Ferenciek tere, Belváros, Budapest, Közép-Magyarország, 1053, Magyarország",47.4922815,19.0564725,47.4983815,19.0404707,"1.3833887889540222 km","1.0717133625212434 km","30","MagyarosPizzaNetPincér GOSZÉP kártyás fizetésÉrintkezésmentes kiszállítás"
"82","Il Classico Nyugati tér","Margherita pizza","2240",2.6,5,"Nyugati tér 6","Budapest","Nyugati tér, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1065, Magyarország",47.5103735,19.0556197,47.4983815,19.0404707,"1.7550393055960771 km","1.1289679080478827 km","32","OlaszPizzaNetPincér GOSZÉP kártyás fizetésÉrintkezésmentes kiszállítás"
"83","Il Terzo Cerchio Étterem Pizzéria","Margherita di bufala pizza","3250",4.3,360,"Dohány u. 40","Budapest","Savannah Music Club, 40, Dohány utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1074, Magyarország",47.496795,19.066363,47.4983815,19.0404707,"1.9588652509611408 km","1.3043455961009314 km","32","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"84","Il Terzo Cerchio Étterem Pizzéria","Margherita di bufala pizza","4250",4.3,360,"Dohány u. 40","Budapest","Savannah Music Club, 40, Dohány utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1074, Magyarország",47.496795,19.066363,47.4983815,19.0404707,"1.9588652509611408 km","1.3043455961009314 km","30","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"85","Il Terzo Cerchio Étterem Pizzéria","Margherita pizza","2150",4.3,360,"Dohány u. 40","Budapest","Savannah Music Club, 40, Dohány utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1074, Magyarország",47.496795,19.066363,47.4983815,19.0404707,"1.9588652509611408 km","1.3043455961009314 km","32","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"86","Il Terzo Cerchio Étterem Pizzéria","Margherita pizza","3150",4.3,360,"Dohány u. 40","Budapest","Savannah Music Club, 40, Dohány utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1074, Magyarország",47.496795,19.066363,47.4983815,19.0404707,"1.9588652509611408 km","1.3043455961009314 km","30","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"87","Il Treno - Trombitás","Marghareta pizza","1790",4.5,382,"Retek utca 12","Budapest","Hunyadi Gasztromûhely, 12, Retek utca, Országút, Budapest, Közép-Magyarország, 1024, Magyarország",47.5081855,19.0247339,47.4983815,19.0404707,"1.6105163910875513 km","2.07867110655428 km","32","PizzaOlaszKészpénzes fizetés"
"88","Il Treno - Trombitás","Marghareta pizza","1590",4.5,382,"Retek utca 12","Budapest","Hunyadi Gasztromûhely, 12, Retek utca, Országút, Budapest, Közép-Magyarország, 1024, Magyarország",47.5081855,19.0247339,47.4983815,19.0404707,"1.6105163910875513 km","2.07867110655428 km","26","PizzaOlaszKészpénzes fizetés"
"89","Inferno's Pizzéria","I - Margareta pizza","2260",4.5,61,"Õz utca 5","Pécs","Apolló pizzéria és étterem, 5, Õz utca, Solidus Lakópark, Szigeti külváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.07456535,18.2132904517594,46.0763222,18.2280746,"1.1602232940662367 km","170.95168130178058 km","45","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"90","Inferno's Pizzéria","I - Margareta pizza","1320",4.5,61,"Õz utca 5","Pécs","Apolló pizzéria és étterem, 5, Õz utca, Solidus Lakópark, Szigeti külváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.07456535,18.2132904517594,46.0763222,18.2280746,"1.1602232940662367 km","170.95168130178058 km","32","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"91","Inferno's Pizzéria","I - Margareta pizza","3230",4.5,61,"Õz utca 5","Pécs","Apolló pizzéria és étterem, 5, Õz utca, Solidus Lakópark, Szigeti külváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.07456535,18.2132904517594,46.0763222,18.2280746,"1.1602232940662367 km","170.95168130178058 km","52","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"92","Kajamûhely Étterem és Pizzéria","Margherita pizza","3750",3.6,203,"Fehér út 10","Budapest","Mineralholding Kft., 10, Fehér út, Ligettelek, Budapest, Közép-Magyarország, 1106, Magyarország",47.5003088,19.1388279578021,47.4983815,19.0404707,"7.413775586765194 km","6.681143540001907 km","45","MagyarosPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"93","Kajamûhely Étterem és Pizzéria","Margherita pizza","1390",3.6,203,"Fehér út 10","Budapest","Mineralholding Kft., 10, Fehér út, Ligettelek, Budapest, Közép-Magyarország, 1106, Magyarország",47.5003088,19.1388279578021,47.4983815,19.0404707,"7.413775586765194 km","6.681143540001907 km","32","MagyarosPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"94","Király 21 Beerhouse & Grill","Margherita pizza","1790",4.9,59,"Király utca 21","Pécs","Addiktológia, 21, Király utca, Zidina, Belváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7621, Magyarország",46.0771716,18.2320543,46.0763222,18.2280746,"0.3220062965873405 km","170.15140046239824 km","32","PizzaOlaszNemzetköziMexikóiAmerikai"
"95","Király Pizza - Miskolc","Margaréta pizza","1400",4.6,918,"Déryné utca 7","Miskolc","Déryné utca, Belváros, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3525, Magyarország",48.1041732,20.7843307,48.1031503,20.7901985,"0.45156736359875993 km","146.19559960276894 km","30","OlaszHamburgerAmerikaiGörögPizza"
"96","Király Pizza - Miskolc","Margaréta pizza vékony tésztával","1250",4.6,918,"Déryné utca 7","Miskolc","Déryné utca, Belváros, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3525, Magyarország",48.1041732,20.7843307,48.1031503,20.7901985,"0.45156736359875993 km","146.19559960276894 km","30","OlaszHamburgerAmerikaiGörögPizza"
"97","Király Pizza - Miskolc","Margaréta pizza","2650",4.6,918,"Déryné utca 7","Miskolc","Déryné utca, Belváros, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3525, Magyarország",48.1041732,20.7843307,48.1031503,20.7901985,"0.45156736359875993 km","146.19559960276894 km","45","OlaszHamburgerAmerikaiGörögPizza"
"98","Király Pizza Debrecen","Margaréta pizza","2740",4.3,208,"Batthyány utca 4","Debrecen","Batthyány utca, Belváros, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4024, Magyarország",47.5280455,21.6285534,47.531399,21.6259782,"0.4202585969935315 km","194.2267451263891 km","45","MagyarosHamburgerPizzaKészpénzes fizetés"
"99","Király Pizza Debrecen","Margaréta pizza","1420",4.3,208,"Batthyány utca 4","Debrecen","Batthyány utca, Belváros, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4024, Magyarország",47.5280455,21.6285534,47.531399,21.6259782,"0.4202585969935315 km","194.2267451263891 km","30","MagyarosHamburgerPizzaKészpénzes fizetés"
"100","Kupak Bar & Bistro","Margherita pizza","1190",4.2,57,"Dob utca 2","Budapest","Drum Café, 2, Dob utca, Erzsébetváros, Budapest, Közép-Magyarország, 1072, Magyarország",47.4961876,19.0588395,47.4983815,19.0404707,"1.4053716543295465 km","0.8394648690588776 km","32","PizzaNemzetköziMagyarosNetPincér GOSZÉP kártyás fizetés"
"101","La Cipolla - Tradicionális olasz konyha","Pizza Margherita","1790",4.7,1438,"Rózsafa utca 13","Budapest","13, Rózsafa utca, Lõportárdûlõ, Angyalföld, XIII. kerület, Budapest, Közép-Magyarország, 1134, Magyarország",47.52610936,19.06818778,47.4983815,19.0404707,"3.723261902746 km","3.1127485131346853 km","32","OlaszPizzaAlgidaKészpénzes fizetésSZÉP kártyás fizetés"
"102","Lénia Restaurant","Marghertia pizza","2650",3,2,"Szondi utca 42","Budapest","42, Szondi utca, Izzó lakótelep, Megyer, IV. kerület, Budapest, Közép-Magyarország, 1044, Magyarország",47.58709645,19.0924237260482,47.4983815,19.0404707,"10.610598372892694 km","10.095969303231568 km","40","MagyarosHamburgerPizzaKészpénzes fizetés"
"103","Lénia Restaurant","Marghertia pizza","2150",3,2,"Szondi utca 42","Budapest","42, Szondi utca, Izzó lakótelep, Megyer, IV. kerület, Budapest, Közép-Magyarország, 1044, Magyarország",47.58709645,19.0924237260482,47.4983815,19.0404707,"10.610598372892694 km","10.095969303231568 km","32","MagyarosHamburgerPizzaKészpénzes fizetés"
"104","Maestro Pizzeria - Pécs","Extra Margherita óriás domino pizza","5990",4.5,178,"Klimó György utca 12","Pécs","Klimó György utca, Solidus Lakópark, Belváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.0767079,18.2207357,46.0763222,18.2280746,"0.569327737637427 km","170.51844798019187 km","60","PizzaMagyarosHamburgerAmerikaiOlasz"
"105","Maestro Pizzeria - Pécs","Extra Margherita pizza","2290",4.5,178,"Klimó György utca 12","Pécs","Klimó György utca, Solidus Lakópark, Belváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.0767079,18.2207357,46.0763222,18.2280746,"0.569327737637427 km","170.51844798019187 km","32","PizzaMagyarosHamburgerAmerikaiOlasz"
"106","Maestro Pizzeria - Pécs","Margherita pizza","2890",4.5,178,"Klimó György utca 12","Pécs","Klimó György utca, Solidus Lakópark, Belváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.0767079,18.2207357,46.0763222,18.2280746,"0.569327737637427 km","170.51844798019187 km","52","PizzaMagyarosHamburgerAmerikaiOlasz"
"107","Maestro Pizzeria - Pécs","Margherita pizza","1190",4.5,178,"Klimó György utca 12","Pécs","Klimó György utca, Solidus Lakópark, Belváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.0767079,18.2207357,46.0763222,18.2280746,"0.569327737637427 km","170.51844798019187 km","32","PizzaMagyarosHamburgerAmerikaiOlasz"
"108","Maestro Pizzeria - Pécs","Margherita pizza","1990",4.5,178,"Klimó György utca 12","Pécs","Klimó György utca, Solidus Lakópark, Belváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.0767079,18.2207357,46.0763222,18.2280746,"0.569327737637427 km","170.51844798019187 km","45","PizzaMagyarosHamburgerAmerikaiOlasz"
"109","Maestro Pizzeria - Pécs","Margherita óriás domino pizza","4990",4.5,178,"Klimó György utca 12","Pécs","Klimó György utca, Solidus Lakópark, Belváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7624, Magyarország",46.0767079,18.2207357,46.0763222,18.2280746,"0.569327737637427 km","170.51844798019187 km","60","PizzaMagyarosHamburgerAmerikaiOlasz"
"110","Mercetti - az olasz konyha szerelmese","Pizza Margherita","1990",4.8,347,"Erkel utca 9","Budapest","9, Erkel utca, Belsõ-Ferencváros, IX. kerület, Budapest, Közép-Magyarország, 1092, Magyarország",47.48676695,19.0622189527671,47.4983815,19.0404707,"2.0864374130674737 km","1.8170443113365586 km","32","PizzaVegetariánusSalátaTésztaOlasz"
"111","Monkey's Bistro - Szeged","Margaréta szénhidrát csökkentett pizza","2040",4.5,51,"Pille utca 15","Szeged","Pizza Monkey, 15, Pille utca, Tömörkény-üdülõtelep, Felsõváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.25943445,20.17038344768,46.2546312,20.1486016,"1.7622884327848802 km","162.2897160561285 km","32","MagyarosHamburgerPizzaKészpénzes fizetés"
"112","Monkey's Bistro - Szeged","Margherita pizza","1840",4.5,51,"Pille utca 15","Szeged","Pizza Monkey, 15, Pille utca, Tömörkény-üdülõtelep, Felsõváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.25943445,20.17038344768,46.2546312,20.1486016,"1.7622884327848802 km","162.2897160561285 km","35","MagyarosHamburgerPizzaKészpénzes fizetés"
"113","Monkey's Bistro - Szeged","Margaréta pizza","2040",4.5,51,"Pille utca 15","Szeged","Pizza Monkey, 15, Pille utca, Tömörkény-üdülõtelep, Felsõváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.25943445,20.17038344768,46.2546312,20.1486016,"1.7622884327848802 km","162.2897160561285 km","32","MagyarosHamburgerPizzaKészpénzes fizetés"
"114","Monkey's Bistro - Szeged","Margaréta gluténmentes pizza","2340",4.5,51,"Pille utca 15","Szeged","Pizza Monkey, 15, Pille utca, Tömörkény-üdülõtelep, Felsõváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.25943445,20.17038344768,46.2546312,20.1486016,"1.7622884327848802 km","162.2897160561285 km","32","MagyarosHamburgerPizzaKészpénzes fizetés"
"115","NaPizza","Margherita pizza","2690",4.9,345,"Megyeri út 72","Pécs","Megyeri út, Kertváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7632, Magyarország",46.0485744,18.2138037,46.0763222,18.2280746,"3.275949177753339 km","173.62577750006554 km","45","OlaszPizzaKészpénzes fizetés"
"116","NaPizza","Margherita pizza","1490",4.9,345,"Megyeri út 72","Pécs","Megyeri út, Kertváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7632, Magyarország",46.0485744,18.2138037,46.0763222,18.2280746,"3.275949177753339 km","173.62577750006554 km","32","OlaszPizzaKészpénzes fizetés"
"117","Napsugár Pizzéria-Étterem","Margherita pizza","3880",4.4,221,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","60","OlaszMagyarosHamburgerAmerikaiPizza"
"118","Napsugár Pizzéria-Étterem","Margherita pizza","2380",4.4,221,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","45","OlaszMagyarosHamburgerAmerikaiPizza"
"119","Napsugár Pizzéria-Étterem","Margherita pizza","1190",4.4,221,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","26","OlaszMagyarosHamburgerAmerikaiPizza"
"120","Napsugár Pizzéria-Étterem","Margherita pizza","1380",4.4,221,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","32","OlaszMagyarosHamburgerAmerikaiPizza"
"121","Okay Italia Szent István krt. Expressz","Margherita pizza","1990",4.5,82,"Szent István körút 20","Budapest","Okay Italia, 20, Szent István körút, Újlipótváros, Budapest, Közép-Magyarország, 1137, Magyarország",47.5117413,19.0527354,47.4983815,19.0404707,"1.7492867391253457 km","1.2189168114580544 km","32","PizzaTésztaOlaszNetPincér GOSZÉP kártyás fizetés"
"122","Pálma Pub","Margherita pizza","1590",4.6,66,"Simonyi utca 44","Debrecen","Simonyi út, Nagyerdõ, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4032, Magyarország",47.5457523,21.6267052,47.531399,21.6259782,"1.5967575208467644 km","194.09549189546541 km","32","OlaszMagyarosGrillPizzaGrill"
"123","Panda Fast Food","Margherita pizza","1290",4.4,84,"Százszorszép utca 19","Pécs","19, Százszorszép utca, Uránbányász-tér, Kovácstelep, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7634, Magyarország",46.0644738,18.1896202595455,46.0763222,18.2280746,"3.2534880691717962 km","172.67438148270992 km","32","NemzetköziMagyarosHamburgerTésztaPizza"
"124","Panda Fast Food","Margherita pizza","2590",4.4,84,"Százszorszép utca 19","Pécs","19, Százszorszép utca, Uránbányász-tér, Kovácstelep, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7634, Magyarország",46.0644738,18.1896202595455,46.0763222,18.2280746,"3.2534880691717962 km","172.67438148270992 km","45","NemzetköziMagyarosHamburgerTésztaPizza"
"125","Park Pizza","Margaréta pizza","1130",4.8,124,"Dózsa György utca 104","Pécs","Dózsa György utca, Viktória-lakópark, Diós, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7630, Magyarország",46.0905828,18.259445,46.0763222,18.2280746,"2.8982714496396507 km","168.00032624470612 km","30","MagyarosAmerikaiPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"126","Park Pizza","Margaréta pizza","2590",4.8,124,"Dózsa György utca 104","Pécs","Dózsa György utca, Viktória-lakópark, Diós, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7630, Magyarország",46.0905828,18.259445,46.0763222,18.2280746,"2.8982714496396507 km","168.00032624470612 km","45","MagyarosAmerikaiPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"127","Park Pizza","Margaréta pizza","4090",4.8,124,"Dózsa György utca 104","Pécs","Dózsa György utca, Viktória-lakópark, Diós, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7630, Magyarország",46.0905828,18.259445,46.0763222,18.2280746,"2.8982714496396507 km","168.00032624470612 km","60","MagyarosAmerikaiPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"128","Pasta Culture Tésztabár","Margherita pizza","1290",4.5,44,"Október 6. utca 19","Budapest","The Selection, 19, Október 6. utca, Lipótváros, Budapest, Közép-Magyarország, 1051, Magyarország",47.5018193,19.0509007,47.4983815,19.0404707,"0.8738543032873295 km","0.11483887182143553 km","32","PizzaTésztaOlaszNetPincér GOSZÉP kártyás fizetés"
"129","Patkó Bandi Étterem-Sörözõ","Margaréta korong","1690",4.6,12,"Váci út 12","Budapest","12, Váci út, Újlipótváros, VI. kerület, Budapest, Közép-Magyarország, 1132, Magyarország",47.5128519,19.057197,47.4983815,19.0404707,"2.043561772152234 km","1.4289065918658617 km","32","MagyarosHamburgerPizzaNetPincér GOSZÉP kártyás fizetés"
"130","Patkó Bandi Étterem-Sörözõ","Margarita pizza","1390",4.6,12,"Váci út 12","Budapest","12, Váci út, Újlipótváros, VI. kerület, Budapest, Közép-Magyarország, 1132, Magyarország",47.5128519,19.057197,47.4983815,19.0404707,"2.043561772152234 km","1.4289065918658617 km","32","MagyarosHamburgerPizzaNetPincér GOSZÉP kártyás fizetés"
"131","Piedone Pizzéria","Margarita pizza","1590",3.9,206,"Baross Gábor utca 27","Debrecen","Baross Gábor utca, Kandia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5300366,21.6376453,47.531399,21.6259782,"0.8914907305111487 km","194.9112600525048 km","32","OlaszMagyarosHamburgerGrillPizza"
"132","Piedone Pizzéria","Margarita pizza","1390",3.9,206,"Baross Gábor utca 27","Debrecen","Baross Gábor utca, Kandia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5300366,21.6376453,47.531399,21.6259782,"0.8914907305111487 km","194.9112600525048 km","28","OlaszMagyarosHamburgerGrillPizza"
"133","Piedone Pizzéria","Margarita pizza","2990",3.9,206,"Baross Gábor utca 27","Debrecen","Baross Gábor utca, Kandia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5300366,21.6376453,47.531399,21.6259782,"0.8914907305111487 km","194.9112600525048 km","45","OlaszMagyarosHamburgerGrillPizza"
"134","Piedone Pizzéria","Margarita pizza","3990",3.9,206,"Baross Gábor utca 27","Debrecen","Baross Gábor utca, Kandia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5300366,21.6376453,47.531399,21.6259782,"0.8914907305111487 km","194.9112600525048 km","60","OlaszMagyarosHamburgerGrillPizza"
"135","Pizza Bagoly Pécs","Margherita pizza","1300",4.5,31,"József Attila utca 41","Pécs","Gól sörözõ, 41, József Attila utca, Solidus Lakópark, Ispitaalja, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.070713,18.215733,46.0763222,18.2280746,"1.140298312187121 km","171.2803071824634 km","32","OlaszHamburgerPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"136","Pizza Bagoly Pécs","Margherita pizza","3300",4.5,31,"József Attila utca 41","Pécs","Gól sörözõ, 41, József Attila utca, Solidus Lakópark, Ispitaalja, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.070713,18.215733,46.0763222,18.2280746,"1.140298312187121 km","171.2803071824634 km","60","OlaszHamburgerPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"137","Pizza Caffe Donna","Margaritta pizza","1791",4.7,170,"Ráday utca 54","Budapest","CsokiBolt, 54, Ráday utca, Belsõ-Ferencváros, Budapest, Közép-Magyarország, 1092, Magyarország",47.4821377,19.0669747,47.4983815,19.0404707,"2.692715328202953 km","2.442565617506169 km","32","PizzaMagyarosHamburgerOlaszAlgida"
"138","Pizza Caffe Donna","Buffala Margaritta pizza","2331",4.7,170,"Ráday utca 54","Budapest","CsokiBolt, 54, Ráday utca, Belsõ-Ferencváros, Budapest, Közép-Magyarország, 1092, Magyarország",47.4821377,19.0669747,47.4983815,19.0404707,"2.692715328202953 km","2.442565617506169 km","32","PizzaMagyarosHamburgerOlaszAlgida"
"139","Pizza di Casa Pécs","Margherita pizzagolyó","1290",4.7,598,"Megyeri út 4","Pécs","Professors Gym, 4, Megyeri út, Solidus Lakópark, Ispitaalja, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.070328,18.2132857,46.0763222,18.2280746,"1.3239499715173357 km","171.38968620330394 km","","OlaszPizzaKészpénzes fizetés"
"140","Pizza di Casa Pécs","Margaréta pizza","1190",4.7,598,"Megyeri út 4","Pécs","Professors Gym, 4, Megyeri út, Solidus Lakópark, Ispitaalja, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.070328,18.2132857,46.0763222,18.2280746,"1.3239499715173357 km","171.38968620330394 km","30","OlaszPizzaKészpénzes fizetés"
