ID,ShortDesc,Prices,Engine,Year,Displacement,Power_kW,Horsepower,Km,PictureCount
16160507,RENAULT MEGANE 1.6 Authentique,440000Ft,Benzin,2003/5,1598,83,113,227000,5
15539213,RENAULT MEGANE 1.9 dCi Expression,440000Ft,Dízel,2002/1,1870,75,102,316500,5
16173123,RENAULT MEGANE Cabrio 1.6 16V,444444Ft,Benzin,1999/5,1598,79,107,133000,3
16295510,RENAULT MEGANE Grandtour 1.5 dCi Extreme,449000Ft,Dízel,2008/4,1461,78,106,223189,9
16251544,RENAULT MEGANE 1.6 Authentique,449000Ft,Benzin,2002/12,1598,83,113,288000,4
15837348,RENAULT MEGANE Limousine 1.4 Authentique,449000Ft,Benzin,2002/2,1390,72,98,428000,12
15956813,RENAULT MEGANE 1.4 Premiere TÉLI.NYÁRI KERÉKGARNITÚRA,449999Ft,Benzin,2007/7,1390,72,98,350000,7
16280209,RENAULT MEGANE 1.4 16V Authentique,450000Ft,Benzin,2001/10,1390,70,95,156300,6
16269865,RENAULT MEGANE Grandtour 1.5 dCi Azure,450000Ft,Dízel,2007,1461,63,86,308000,6
16194358,RENAULT MEGANE 1.5 dCi Authentique Plus,450000Ft,Dízel,2005,1461,63,86,275000,6
16174166,RENAULT MEGANE 1.6 16V Alize,450000Ft,Benzin,2001/6,1598,79,107,215031,6
16133340,RENAULT MEGANE 1.4 16V Authentique Cool,450000Ft,Benzin,2002/7,1390,70,95,234000,2
16047104,RENAULT MEGANE 1.9 dCi Authentique,"330000Ft+Reg.adó,Fizetendő: 450000Ft",Dízel,2003/10,1870,75,102,230000,6
16020450,RENAULT MEGANE 1.4 16V Alize,450000Ft,Benzin,2002/9,1390,70,95,274000,11
16009299,RENAULT MEGANE Cabrio 2.0 16V Privilege,450000Ft,Benzin,2002/5,1998,103,140,268250,12
15968254,RENAULT MEGANE Classic 1.4 16V RN LAO,450000Ft,Benzin,2000/1,1390,70,95,162839,6
15963910,RENAULT MEGANE Classic 1.6 RN,450000Ft,Benzin,1998/3,1598,55,75,180100,6
16270868,RENAULT MEGANE 1.5 dCi Dynamique Limusin 1.5dci,457000Ft,Dízel,2004,1461,60,82,300000,5
16295706,RENAULT MEGANE 1.6 16V RXE,459000Ft,Benzin,2000/3,1598,79,107,209864,5
16256107,RENAULT MEGANE Limousine 1.6 Dynamique friss műszaki,470000Ft,Benzin,2004/9,1598,83,113,312300,11
15268029,RENAULT MEGANE 1.5 dCi Authentique Plus,470000Ft,Dízel,2003,1461,60,82,238303,6
16084474,RENAULT MEGANE Cabrio 1.6e,475000Ft,Benzin,1997/12,1598,66,90,177777,12
15932848,RENAULT MEGANE 1.6 16V Authentique,475000Ft,Benzin,2003/10,1598,83,113,280000,6
16280107,RENAULT MEGANE 1.5 dCi Authentique Plus,479000Ft,Dízel,2005/8,1461,60,82,26200,12
16292892,RENAULT MEGANE Grandtour 2.0 dCi Privilege,480000Ft,Dízel,2007,1995,110,150,360000,6
16291238,RENAULT MEGANE Limousine 1.4 Authentique Plus,480000Ft,Benzin,2003/4,1390,72,98,233000,3
16110803,RENAULT MEGANE 1.5 dCi Authentique Plus,480000Ft,Dízel,2006,1461,78,106,200000,6
15927070,RENAULT MEGANE Coupe 1.6 16V Privilege,480000Ft,Benzin,2001/10,1598,79,107,227500,6
16102864,RENAULT MEGANE CC 1.6 Dynamique,"444444Ft+Reg.adó,Fizetendő: 484848Ft",Benzin,2007/6,1598,82,111,100869,6
16296192,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,489000Ft,Dízel,2004/12,1461,73,99,272000,6
16275962,RENAULT MEGANE Grandtour 1.5 dCi Authentique,490000Ft,Dízel,2004/6,1461,60,82,239079,6
16105662,RENAULT MEGANE 1.5 dCi Authentique Plus KLÍMA AUTOMATA LÁMPÁK FEDÉLZETI SZÁMÍTÓGÉP MO-i,490000Ft,Dízel,2004/2,1461,60,82,260738,11
14179341,RENAULT MEGANE 1.4 16V RN Cool E298/140010,490000Ft,Benzin,1999/9,1390,70,95,267450,6
16262517,RENAULT MEGANE Limousine 1.4 Authentique Magyarországi!,495000Ft,Benzin,2005/11,1390,60,82,220311,6
16087164,RENAULT MEGANE 1.5 dCi Authentique Komfort MAGYARORSZÁGI. SZERVIZKÖNYV,498000Ft,Dízel,2004/9,1461,60,82,171000,12
16290984,RENAULT MEGANE Limousine 1.4 Authentique 102 ezer km. Magyar autó !,499000Ft,Benzin,2004,1390,60,82,102000,10
16248694,RENAULT MEGANE 1.9 dCi Privilege AKCIÓ!!!,"410000Ft+Reg.adó,Fizetendő: 499000Ft",Dízel,2003/8,1870,88,120,265565,6
16238643,RENAULT MEGANE Grandtour 1.5 dCi Authentique Plus,499000Ft,Dízel,2005,1461,60,82,217000,4
16175277,RENAULT MEGANE CC 1.6 Dynamique KLÍMA - BŐR - Rozsdamentes - 0Ft-al vihető - 2 év műszaki,499000Ft,Benzin,2003/7,1598,83,113,157685,6
16139619,RENAULT MEGANE Limousine 1.5 dCi Authentique,499000Ft,Dízel,2004/3,1461,60,82,181169,12
16134508,RENAULT MEGANE 1.4 Magyar! Klímás!,499000Ft,Benzin,1999/10,1390,70,95,257000,11
16105859,RENAULT MEGANE 1.5 dCi Expression Komfort FRISS MÜSZAKI.DIGITKLIMA,499000Ft,Dízel,2004/6,1461,60,82,221500,6
16061450,RENAULT MEGANE 1.4 16V Authentique Klímás,499000Ft,Benzin,2002/6,1390,70,95,292000,9
15845701,RENAULT MEGANE Classic 1.4 16V Prima megkímélt szép állapotban !,499000Ft,Benzin,2002/5,1390,70,95,187000,5
15393436,RENAULT MEGANE 1.5 dCi Authentique,499000Ft,Dízel,2004/8,1461,74,101,224000,0
15220752,RENAULT MEGANE Grandtour 1.9 dCi Privilege Rozsdamentes! Klíma!,499000Ft,Dízel,2006/2,1870,96,131,206700,12
14958732,RENAULT MEGANE 1.5 dCi Dynamique Klíma-Tempomat-Vonóhorog,499000Ft,Dízel,2005/11,1461,78,106,206276,12
16266984,RENAULT MEGANE CC 1.9 dCi Monaco,499990Ft,Dízel,2006/1,1870,88,120,154140,6
15876118,RENAULT MEGANE 1.4 Authentique,499999Ft,Benzin,2004/4,1390,60,82,190000,6
16273864,RENAULT MEGANE Megane 1.6,500000Ft,,,nan,nan,nan,nan,3
16255404,RENAULT MEGANE Grandtour 1.5 dCi Extreme,500000Ft,Dízel,2008/5,1461,63,86,299008,11
16249107,RENAULT MEGANE CC 1.6 Authentique Plus,"400000Ft+Reg.adó,+Vám,Fizetendő: 500000Ft",Benzin,2006/4,1598,82,111,220000,6
16222604,RENAULT MEGANE 1.5 dCi Authentique Plus,500000Ft,Dízel,2003/6,1461,60,82,280000,6
16217194,RENAULT MEGANE 1.5 dCi Authentique Komfort,500000Ft,Dízel,2005/4,1461,74,101,234000,4
16199574,RENAULT MEGANE 1.4 16V Alize,500000Ft,Benzin,2003/5,1390,70,95,170000,3
16186915,RENAULT MEGANE 1.5 dCi Live,500000Ft,Dízel,2007/9,1461,63,86,433000,6
16178234,RENAULT MEGANE 1.4 16V Alize,500000Ft,Benzin,2002/1,1390,70,95,184518,5
16130075,RENAULT MEGANE 1.4 16V Alize,500000Ft,Benzin,2001/5,1390,70,95,170000,6
16216633,RENAULT MEGANE Grandtour 1.9 dCi Dynamique,515000Ft,Dízel,2004/9,1870,88,120,320000,4
13380714,RENAULT MEGANE 1.9 dCi Privilege,519000Ft,Dízel,2003/12,1870,88,120,187214,8
16281777,RENAULT MEGANE CC 1.6 Privilege,520000Ft,Benzin,2004/12,1598,83,113,192000,6
16248719,RENAULT MEGANE Grandtour 1.5 dCi Authentique Plus AKCIÓ!!!,"460000Ft+Reg.adó,Fizetendő: 520000Ft",Dízel,2006/1,1461,78,106,195860,6
15924950,RENAULT MEGANE 1.5 dCi Authentique Komfort,520000Ft,Dízel,2005/3,1461,74,101,284204,4
16213080,RENAULT MEGANE Limousine 1.6 Privilege (Automata) FRISS MŰSZAKI!!!,529000Ft,Benzin,2004/8,1598,83,113,265408,12
15228126,RENAULT MEGANE 1.5 dCi Authentique Komfort,529000Ft,Dízel,2004,1461,74,101,169000,5
16115528,RENAULT MEGANE Grandtour 1.4 Authentique Plus,530000Ft,Benzin,2006/4,1390,72,98,311500,5
15713150,RENAULT MEGANE 1.5 dCi Dynamique,530000Ft,Dízel,2005,1461,60,82,283000,5
15918985,RENAULT MEGANE Classic 1.4 16V Alize,540000Ft,Benzin,2003/2,1390,70,95,148000,6
16278078,RENAULT MEGANE Berline 1.4 16V,545000Ft,Benzin,2003/5,1390,72,98,195000,6
16234179,RENAULT MEGANE 1.4 Premiere NVREIRVA FRISS MŰSZAKI,"398000Ft+Reg.adó,Fizetendő: 545000Ft",Benzin,2005/11,1390,60,82,114340,6
16193069,RENAULT MEGANE 1.5 dCi Dynamique Komfort,545000Ft,Dízel,2006/9,1461,74,101,330000,6
16038683,RENAULT MEGANE 1.5 dCi Dynamique Plus 0Ft Önerő.Beszámítás!,548000Ft,Dízel,2003/3,1461,60,82,204600,12
16283301,RENAULT MEGANE Grandtour 1.5 dCi Expression,549000Ft,Dízel,2006/10,1461,63,86,268900,9
16263767,RENAULT MEGANE 1.4 Authentique MAGYAR.1.TULAJ,549000Ft,Benzin,2005/3,1390,72,98,190000,5
16261248,RENAULT MEGANE 1.6 16V Authentique,549000Ft,Benzin,2003/2,1598,83,113,267918,6
16228642,RENAULT MEGANE Limousine 1.6 Privilege,549000Ft,Benzin,2004/3,1598,83,113,314455,6
16211619,RENAULT MEGANE 1.5 dCi Dynamique,549000Ft,Dízel,2004/10,1461,73,99,210492,5
14925755,RENAULT MEGANE Grandtour 1.5 dCi Dynamique 0%-tól hitelre is!Megkímélt .szép állapotban!!,549000Ft,Dízel,2004/10,1461,60,82,214281,6
14394261,RENAULT MEGANE 1.4 16V Authentique CSERE LEHETŐSÉG,549000Ft,Benzin,2002/7,1390,70,95,156000,0
16299186,RENAULT MEGANE 1.5 dCi Authentique,550000Ft,Dízel,2004/1,1461,63,86,195000,1
16286539,RENAULT MEGANE 1.4 Authentique,550000Ft,Benzin,2004/6,1390,72,98,254300,5
16258011,RENAULT MEGANE 1.5 dCi Authentique,550000Ft,Dízel,2004,1461,74,101,248530,10
16251977,RENAULT MEGANE 1.5 dCi Live,550000Ft,Dízel,2007/9,1461,63,86,356754,6
16236986,RENAULT MEGANE 1.5 dCi Authentique Komfort,550000Ft,Dízel,2004,1461,60,82,200000,5
16231842,RENAULT MEGANE Grandtour 1.5 dCi Authentique Plus,550000Ft,Dízel,2004/7,1461,76,103,310517,4
16213494,RENAULT MEGANE 1.5 dCi Expression,550000Ft,Dízel,2008/8,1461,78,106,210000,6
16199711,RENAULT MEGANE 1.5 dCi Authentique,550000Ft,Dízel,2004/7,1461,74,101,204000,6
16193100,RENAULT MEGANE Grandtour 1.9 dCi Authentique Plus,550000Ft,Dízel,2005/3,1870,88,120,353752,4
16190791,RENAULT MEGANE 1.5 dCi Authentique Komfort,550000Ft,Dízel,2005/10,1461,60,82,273000,4
16062112,RENAULT MEGANE Grandtour 1.5 dCi Authentique,550000Ft,Dízel,2007/10,1461,63,86,335000,2
16003910,RENAULT MEGANE Mégane 1.4 Berline,550000Ft,Benzin,2002/2,1390,70,95,112000,3
15763140,RENAULT MEGANE Grandtour 1.5 dCi Authentique,550000Ft,Dízel,2004/1,1461,60,82,237350,4
14614981,RENAULT MEGANE Classic 1.4 RL,550000Ft,Benzin,1998/4,1390,55,75,177000,6
14491107,RENAULT MEGANE CC 1.6 Authentique Plus,550000Ft,Benzin,2004/10,1598,83,113,200000,6
13410147,RENAULT MEGANE Limousine 1.5 dCi Expression,550000Ft,Dízel,2008/4,1461,78,106,325000,4
16127596,RENAULT MEGANE Limousine 1.6 Expression Friss vizsgával,555000Ft,Benzin,2007/12,1598,82,111,300000,12
16173678,RENAULT MEGANE Grandtour 1.6 Authentique Plus BENZIN-GÁZ ÜZEMŰ. ÚJ VEZÉRLÉS OKOSKERÉKKEL,555555Ft,Benzin/Gáz,2005/11,1598,83,113,1,5
16217011,RENAULT MEGANE 1.9 dCi Dynamique,559000Ft,Dízel,2003/5,1870,88,120,169000,10
16236776,RENAULT MEGANE Limousine 1.5 dCi Privilege 1. tulajdonos vezetett szerviz,569999Ft,Dízel,2008,1461,78,106,230000,10
16291818,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,579000Ft,Dízel,2008,1461,78,106,300000,0
16254928,RENAULT MEGANE 1.6 Privilege,580000Ft,Benzin,2003/10,1598,83,113,263456,6
16227626,RENAULT MEGANE 1.9 dCi Dynamique,580000Ft,Dízel,2003/4,1870,88,120,276500,12
16168396,RENAULT MEGANE 1.4 Authentique,580000Ft,Benzin,2004/8,1390,72,98,193000,6
16015940,RENAULT MEGANE COUPE AUTHENTIQUE 1.6i 16V,580000Ft,Benzin,2004/4,1598,83,113,270150,6
16241015,RENAULT MEGANE 1.5 dCi Authentique Komfort,585000Ft,Dízel,2004/6,1461,60,82,188000,3
16299247,RENAULT MEGANE Limousine 1.4 Authentique VONÓHOROG.KLÍMA!!,589000Ft,Benzin,2005/11,1390,72,98,265000,6
16272542,RENAULT MEGANE 1.6 16V Dynamique Komfort kitűnő műszaki és esztétikai állapotban,589000Ft,Benzin,2003/5,1598,83,113,213284,12
16236814,RENAULT MEGANE 1.6 Dynamique Plus,589000Ft,Benzin,2003/3,1598,83,113,227150,6
16217935,RENAULT MEGANE 1.5 dCi Advantage A vizes,589000Ft,Dízel,2012/6,1461,66,90,228000,12
16299529,RENAULT MEGANE Grandtour 1.5 dCi Live,590000Ft,Dízel,2008/9,1461,63,86,250000,10
16295567,RENAULT MEGANE Limousine 1.4 Authentique,590000Ft,Benzin,2003/10,1390,72,98,157000,6
16289980,RENAULT MEGANE 1.4 16V Alize ELSŐ TULAJ SZERVIZKÖNYV,590000Ft,Benzin,2001/10,1390,70,95,230000,6
16280437,RENAULT MEGANE 1.4 Authentique,590000Ft,Benzin,2004/3,1390,72,98,198501,6
16240434,RENAULT MEGANE 1.5 dCi Authentique Komfort,590000Ft,Dízel,2004/9,1461,60,82,231000,3
16215990,RENAULT MEGANE 1.6 16V Authentique Komfort,590000Ft,Benzin,2003,1598,83,113,270000,6
16120815,RENAULT MEGANE 1.4 16V Authentique,590000Ft,Benzin,2003/2,1390,72,98,160400,6
15894902,RENAULT MEGANE 1.4 16V Alize,590000Ft,Benzin,2001/8,1390,70,95,155000,6
15880510,RENAULT MEGANE 1.5 dCi Authentique Plus,590000Ft,Dízel,2004/9,1461,60,82,251923,12
15149308,RENAULT MEGANE 1.5 dCi Expression M.o-i üzembehelyezés!!!,590000Ft,Dízel,2007/11,1461,63,86,182000,5
16270048,RENAULT MEGANE Grandtour 1.4 Expression,595000Ft,Benzin,2007/6,1390,72,98,268000,5
16296934,RENAULT MEGANE Grandtour 1.4 Authentique magyar végig szervizkönyv,599000Ft,Benzin,2006/2,1390,72,98,242000,9
16272309,RENAULT MEGANE Grandtour 1.6 Dynamique 1 tulaj ! Óriás Csomagtartó ! Megbízható Benzines !,599000Ft,Benzin,2003/10,1598,83,113,177537,12
16269282,RENAULT MEGANE 1.5 dCi Voyage FRISS MŰSZAKI! VONÓHORGOS!,599000Ft,Dízel,2007/5,1461,78,106,260000,6
16241170,RENAULT MEGANE Grandtour 1.5 dCi Advantage,599000Ft,Dízel,2011/9,1461,66,90,252900,5
16124852,RENAULT MEGANE Grandtour 1.9 dCi Dynamique GARANCIÁVAL!!,599000Ft,Dízel,2003/12,1870,88,120,198998,11
16117644,RENAULT MEGANE 1.4 Authentique,599000Ft,Benzin,2003/3,1390,72,98,147543,6
15846525,RENAULT MEGANE Grandtour 1.5 dCi Azure GARANCIÁVAL!!!,599000Ft,Dízel,2005/2,1461,63,86,277383,12
15842874,RENAULT MEGANE Grandtour 1.9 dCi Privilege Ózonos fertőtlenítéssel!!,599000Ft,Dízel,2003/12,1870,88,120,220000,12
15818683,RENAULT MEGANE 1.5 dCi Authentique Plus MEGTEKINTÉSHEZ IDŐPONT EGYEZTETÉS SZÜKSÉGES!,599000Ft,Dízel,2003,1461,60,82,138000,5
15748466,RENAULT MEGANE Grandtour 1.5 dCi Dynamique garanciával . ingyen szervízekkel,599000Ft,Dízel,2003/3,1461,60,82,300,1
14935998,RENAULT MEGANE 1.5 dCi Authentique Plus Magyarországi. második tulajdonostól,599000Ft,Dízel,2004/9,1461,73,99,280627,6
16112758,RENAULT MEGANE 1.4 Authentique,599777Ft,Benzin,2004/2,1390,72,98,168077,12
16100765,RENAULT MEGANE 1.5 dCi Expression,599900Ft,Dízel,2007/7,1461,63,86,235797,12
16262668,RENAULT MEGANE Grandtour 1.9 dCi Privilege MAGYARORSZÁGI! FRISSEN SZERVIZELVE! AZONNAL VIHETŐ!,599999Ft,Dízel,2004/4,1870,88,120,251894,12
16180376,RENAULT MEGANE 1.5 dCi Dynamique Plus Gazdaságos Diesel!!,599999Ft,Dízel,2003/11,1461,60,82,252700,12
15782902,RENAULT MEGANE 1.9 dCi Expression KLÍMA! MAGYARORSZÁGI! RENDSZERESEN SZERVIZELT! AZONNAL VIHETŐ!,599999Ft,Dízel,2002/6,1870,75,102,211254,12
14654443,RENAULT MEGANE 1.6 Authentique Megbizható Benzines!!,599999Ft,Benzin,2003/2,1598,83,113,290320,12
16288444,RENAULT MEGANE Grandtour 1.5 dCi Authentique Plus,600000Ft,Dízel,2004/8,1461,74,101,242884,0
16274764,RENAULT MEGANE Grandtour 1.5 dCi Azure,600000Ft,Dízel,2005/9,1461,78,106,209000,2
16236731,RENAULT MEGANE 1.5 dCi Expression,600000Ft,Dízel,2007/4,1461,63,86,260945,6
16226397,RENAULT MEGANE 1.5 dCi Dynamique,600000Ft,Dízel,2004/12,1461,73,99,215000,6
16225352,RENAULT MEGANE 1.4 Authentique,600000Ft,Dízel,2004/3,1461,60,82,300000,4
16194717,RENAULT MEGANE 2.0 Privilege (Automata),600000Ft,Benzin,2004,1998,99,135,230000,6
16231116,RENAULT MEGANE CC 2.0 Dynamique,"590000Ft+Reg.adó,Fizetendő: 610000Ft",Benzin,2003/12,1998,99,135,146000,3
16250017,RENAULT MEGANE Grandtour 1.6 Dynamique,620000Ft,Benzin,2004/7,1598,83,113,304000,6
16237022,RENAULT MEGANE 1.5 dCi Authentique,620000Ft,Dízel,2004/7,1461,60,82,151000,5
16198485,RENAULT MEGANE 1.5 dCi Extreme,620000Ft,Dízel,2008/6,1461,63,86,242000,6
16197868,RENAULT MEGANE 1.6 16V Dynamique Komfort,620000Ft,Benzin,2004/8,1598,83,113,309000,4
14564065,RENAULT MEGANE CC 1.9 dCi Privilege,620000Ft,Dízel,2004/3,1870,88,120,245000,12
16291722,RENAULT MEGANE 1.6 16V Authentique,630000Ft,LPG,2003/9,1598,79,107,256000,5
16279021,RENAULT MEGANE Grandtour 1.9 dCi Privilege 130 LE ! / MAGYARORSZÁGI / MEGKÍMÉLT ÁLLAPOT /,630000Ft,Dízel,2006/7,1870,96,131,334890,12
16196784,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,630000Ft,Dízel,2008/5,1461,78,106,330000,6
16195160,RENAULT MEGANE Limousine 1.4 Authentique Plus,630000Ft,Benzin,2003,1390,72,98,203000,6
16130222,RENAULT MEGANE Grandtour 1.4 Authentique Plus Mo-i.2.Tulaj,630000Ft,Benzin,2003/12,1390,72,98,210000,6
15966016,RENAULT MEGANE Limousine 1.5 dCi Azure AKÁR 1 ÉV GARANCIÁVAL,630000Ft,Dízel,2007,1461,78,106,205000,6
16265857,RENAULT MEGANE Grandtour 1.9 dCi Dynamique,465000FtFizetendő: 639000Ft,Dízel,2004/6,1870,88,120,176000,6
16080211,RENAULT MEGANE Limousine 1.5 dCi Dynamique,640000Ft,Dízel,2004/12,1461,74,101,215960,5
16096030,RENAULT MEGANE Classic 1.4 16V Alize,645000Ft,Benzin,2003/6,1390,70,95,159252,9
16300904,RENAULT MEGANE 1.6 16V Expression Komfort,649000Ft,Benzin,2003/9,1598,83,113,263000,6
16295817,RENAULT MEGANE Limousine 1.6 Dynamique MO-i,649000Ft,Benzin,2007/2,1598,83,113,200257,12
16295442,RENAULT MEGANE Grandtour 1.6 Authentique Mo-i!,649000Ft,Benzin,2004/5,1598,83,113,235000,6
16291982,RENAULT MEGANE Grandtour 1.5 dCi Dynamique (MEGKÍMÉLT),649000Ft,Dízel,2006/4,1461,63,86,390,12
16158904,RENAULT MEGANE 1.4 Authentique,649000Ft,Benzin,2003/3,1390,72,98,143730,5
16095713,RENAULT MEGANE Grandtour 1.6 Authentique,649000Ft,Benzin,2004/1,1598,83,113,249000,6
16092902,RENAULT MEGANE Limousine 1.4 Base Mo-i. első tulajdonos,649000Ft,Benzin,2007/9,1390,72,98,230680,12
16274361,RENAULT MEGANE 1.6 16V Expression Komfort,650000Ft,Benzin,2004/4,1598,83,113,242000,5
16273493,RENAULT MEGANE 1.5 dCi Monaco,650000Ft,Dízel,2008/5,1461,78,106,357000,6
16263363,RENAULT MEGANE 1.5 dCi Authentique Plus,650000Ft,Dízel,2003/3,1461,60,82,225000,5
16244782,RENAULT MEGANE Grandtour 1.4 Authentique Plus,650000Ft,Benzin,2004/5,1390,72,98,198000,3
16251537,RENAULT MEGANE Grandtour 1.9 dCi Dynamique,650000Ft,Dízel,2005,1870,88,120,300000,5
16237230,RENAULT MEGANE Limousine 2.0 Dynamique,650000Ft,Benzin,2004/7,1998,99,135,277800,10
16227488,RENAULT MEGANE 1.6 16V Authentique,650000Ft,Benzin,2004/8,1598,83,113,288000,6
16226346,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,650000Ft,Dízel,2008/10,1461,78,106,210000,6
16204100,RENAULT MEGANE CABRIOLET,650000Ft,Benzin,2004/12,1998,100,136,280500,6
16194766,RENAULT MEGANE 1.4 Authentique,650000Ft,Benzin,2005/7,1390,72,98,265000,6
16178292,RENAULT MEGANE Coupe 2.0 16V F7R,650000Ft,Benzin,1996/5,1998,108,147,260000,6
16039329,RENAULT MEGANE Limousine 1.5 dCi Dynamique Plus AUTOMATA !!!!!,650000Ft,Dízel,2004/12,1461,74,101,181441,6
15927817,RENAULT MEGANE 1.6 Dynamique Plus,650000Ft,Benzin,2005/8,1598,83,113,150000,6
15800500,RENAULT MEGANE 2.0 Privilege,650000Ft,Benzin,2004/11,1998,99,135,269000,5
14780867,RENAULT MEGANE Limousine 1.4 Base,650000Ft,Benzin,2006/2,1390,72,98,244000,6
16266421,RENAULT MEGANE Grandtour 1.5 dCi Authentique Klíma.Tempomat. Tulajdonostól,660000Ft,Dízel,2007/5,1461,63,86,214000,10
16268920,RENAULT MEGANE 1.4 Authentique Facelift,670000Ft,,,nan,nan,nan,nan,6
16268239,RENAULT MEGANE 1.4 Voyage Kombi - Téligumikkal,670000Ft,Dízel,2007/11,1461,78,106,274137,12
16145630,RENAULT MEGANE 1.6 Monaco,675000Ft,Benzin,2004/2,1598,83,113,160000,6
15410132,RENAULT MEGANE Grandtour 1.5 dCi Expression 65.000 km-es motorral,675000Ft,Dízel,2007/7,1461,78,106,325000,5
16293780,RENAULT MEGANE Limousine 1.6 Privilege AKCIÓS ÁRON ELADÓ!!,680000Ft,Benzin,2007/5,1598,82,111,164000,6
16237760,RENAULT MEGANE 1.5 dCi Expression,680000Ft,Dízel,2007/10,1461,78,106,224000,4
16220529,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,680000Ft,Dízel,2006/10,1461,78,106,369726,6
15851892,RENAULT MEGANE Grandtour 1.6 Authentique,680000Ft,Benzin/Gáz,2004/2,1598,83,113,317642,12
16301952,RENAULT MEGANE 1.5 dCi 105 DPF Extreme,690000Ft,Dízel,2008/3,1461,78,106,242268,6
16256920,RENAULT MEGANE 1.4 Authentique,690000Ft,Benzin,2003/10,1390,72,98,290000,6
16240197,RENAULT MEGANE 1.6 16V Authentique / Mo.-i 2.tul./ B-294,690000Ft,Benzin,2004/8,1598,83,113,170078,12
16225188,RENAULT MEGANE 1.4 Authentique,690000Ft,Benzin,2005/3,1390,72,98,246000,11
16201497,RENAULT MEGANE Limousine 1.6 Authentique,690000Ft,Benzin,2005/3,1598,83,113,210000,6
16174421,RENAULT MEGANE 1.6 Dynamique,690000Ft,,,nan,nan,nan,nan,6
15547033,RENAULT MEGANE Limousine 1.5 dCi Dynamique,690000Ft,Dízel,2005/11,1461,60,82,191325,12
13977632,RENAULT MEGANE 1.5 dCi Authentique Plus,690000Ft,Dízel,2006/6,1461,63,86,405000,6
13132749,RENAULT MEGANE Limousine 1.4 Authentique,690000Ft,Benzin,2004/3,1390,60,82,82382,6
16204561,RENAULT MEGANE 1.9 dCi Dynamique,695000Ft,Dízel,2003/12,1870,88,120,278000,6
16300610,RENAULT MEGANE Limousine 1.5 dCi Expression szervizelt autó,699000Ft,Dízel,2006/8,1461,63,86,240790,10
16295455,RENAULT MEGANE Limousine 1.6 Privilege Mo-i! 212000KM!,699000Ft,Benzin,2005/7,1598,82,111,212000,6
16287985,RENAULT MEGANE Limousine 1.5 dCi Expression 274e.km!,699000Ft,Dízel,2008/6,1461,78,106,274018,12
16286596,RENAULT MEGANE Limousine 1.9 dCi Privilege (SZERVÍZELT.M.ORSZÁGI.17ALU),699000Ft,Dízel,2003/12,1870,88,120,220000,12
16276084,RENAULT MEGANE 1.9 dCi Dynamique,699000Ft,Dízel,2005/10,1870,88,120,216500,12
16274461,RENAULT MEGANE 1.6 Dynamique Mo-i nappali menetfény klíma valós km magánszemély csere,699000Ft,Benzin,2004/7,1598,83,113,211000,6
16272006,RENAULT MEGANE 1.4 Authentique Szervizkönyv,699000Ft,Benzin,2004/5,1390,72,98,129754,11
16269746,RENAULT MEGANE 1.5 dCi Authentique !!!146.000KM!!!!DIGIT KLÍMA!!!,699000Ft,Dízel,2004/4,1461,60,82,146191,12
16266125,RENAULT MEGANE 1.4 Authentique Plus 5 ajtós - szervizkönyv - 166.100 km,699000Ft,Benzin,2002/12,1390,72,98,166100,12
16255354,RENAULT MEGANE 1.9 dCi Privilege,699000Ft,Dízel,2006/6,1870,88,120,157000,5
16254802,RENAULT MEGANE Grandtour 1.6 Authentique Plus FRISS MŰSZAKI. VEZETETT SZERVIZKÖNYV. MAGYAR,699000Ft,Benzin,2006/6,1598,82,111,306000,1
16234262,RENAULT MEGANE 1.4 Authentique,699000Ft,Benzin,2003/12,1390,60,82,140000,0
16226529,RENAULT MEGANE Grandtour 1.6 Dynamique,699000Ft,Benzin,2006/1,1598,83,113,194336,6
16206604,RENAULT MEGANE 1.5 dCi Authentique Plus klíma. hatos váltó. jó motor!,699000Ft,Dízel,2005/7,1461,78,106,213809,12
16202733,RENAULT MEGANE 1.9 dCi 130 DPF Extreme Klima. 6 seb,699000Ft,Dízel,2007/11,1870,96,131,179000,10
16201024,RENAULT MEGANE 1.9 dCi Dynamique,699000Ft,Dízel,2005/4,1870,88,120,153500,3
16195953,RENAULT MEGANE 1.4 Authentique Plus,699000Ft,Benzin,2004/3,1390,72,98,193400,12
16168090,RENAULT MEGANE 1.5 dCi Expression,699000Ft,Dízel,2007,1461,78,106,238748,6
16166576,RENAULT MEGANE Limousine 1.6 Authentique Plus,699000Ft,Benzin,2006/3,1598,82,111,321000,6
16106440,RENAULT MEGANE Grandtour 1.4 Authentique Plus Magyar Autó!,699000Ft,Benzin,2005/8,1390,72,98,326975,10
16008652,RENAULT MEGANE CC 1.9 dCi Monaco,699000Ft,Dízel,2004/10,1870,88,120,204000,6
15906324,RENAULT MEGANE Limousine 1.6 Privilege MAGYARORSZÁGI!DIGIT KLÍMA!,699000Ft,Benzin,2004/6,1598,79,107,192000,5
15895334,RENAULT MEGANE 2.0 Dynamique,699000Ft,Benzin,2004/5,1998,89,121,160000,6
