,Restaurant,Product_Name,Price
6373," Da Mario Budapest
",Sárgadinnyés Limonádé,950
6374," Pizza EATaliano - Pest
",Akciós - Tricolore klasszikus EATaliano pizza (27cm),1950
6375," Pizza EATaliano - Pest
",Akciós - Tricolore klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),1990
6376," Pizza EATaliano - Pest
",Akciós - Tricolore vékony tésztás pizza (32cm),2150
6377," Pizza EATaliano - Pest
",Akciós - Tropicana klasszikus EATaliano pizza (27 cm),2150
6378," Pizza EATaliano - Pest
",Akciós - Tropicana klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2250
6379," Pizza EATaliano - Pest
",Akciós - Tropicana vékony tésztás pizza (32cm),2350
6380," Pizza EATaliano - Pest
",Bruschetta Classica,690
6381," Pizza EATaliano - Pest
",Bruschetta Mozzarella,950
6382," Pizza EATaliano - Pest
",Bruschetta Pomodoro,1250
6383," Pizza EATaliano - Pest
",Crostino Napoletana,1290
6384," Pizza EATaliano - Pest
",Gondola Margherita,1350
6385," Pizza EATaliano - Pest
",Gondola New York,1450
6386," Pizza EATaliano - Pest
",Gondola Pollo e Gorgonzola,1590
6387," Pizza EATaliano - Pest
",Tésztalabdák 3 féle szósszal,1150
6388," Pizza EATaliano - Pest
",Tésztalabdák 5 féle szósszal,1550
6389," Pizza EATaliano - Pest
",Bali klasszikus EATaliano pizza (27 cm),2590
6390," Pizza EATaliano - Pest
",Calzone d Angelo klasszikus EATaliano pizza (27cm),2390
6391," Pizza EATaliano - Pest
",Calzone Prosciutto Cotto klasszikus EATaliano pizza (27 cm),2290
6392," Pizza EATaliano - Pest
",Calzone Vesuvio klasszikus EATaliano pizza (27 cm),2350
6393," Pizza EATaliano - Pest
",Carbonara klasszikus EATaliano pizza (27 cm),2390
6394," Pizza EATaliano - Pest
",Cinque Formaggi Bianco klasszikus EATaliano pizza (27 cm),2350
6395," Pizza EATaliano - Pest
",Diavola klasszikus EATaliano pizza (27 cm),2500
6396," Pizza EATaliano - Pest
",Firenze klasszikus EATaliano pizza (27 cm),2290
6397," Pizza EATaliano - Pest
",Foresta klasszikus EATaliano pizza (27 cm),2490
6398," Pizza EATaliano - Pest
",Funghi klasszikus EATaliano pizza (27 cm),2150
6399," Pizza EATaliano - Pest
",Gusti di Primavera klasszikus EATaliano pizza (27cm),2390
6400," Pizza EATaliano - Pest
",Margherita klasszikus EATaliano pizza (27 cm),2050
6401," Pizza EATaliano - Pest
",Marinara klasszikus EATaliano pizza (27cm),2590
6402," Pizza EATaliano - Pest
",New York Hot klasszikus EATaliano pizza (27 cm),2350
6403," Pizza EATaliano - Pest
",New York klasszikus EATaliano pizza (27 cm),2250
6404," Pizza EATaliano - Pest
",New York Pollo Hot klasszikus EATaliano pizza (27 cm),2590
6405," Pizza EATaliano - Pest
",New York Pollo klasszikus EATaliano pizza (27 cm),2450
6406," Pizza EATaliano - Pest
",Pepe Gino klasszikus EATaliano pizza (27 cm),2350
6407," Pizza EATaliano - Pest
",Pepe Gino Salame klasszikus EATaliano pizza (27 cm),2590
6408," Pizza EATaliano - Pest
",Piccante klasszikus EATaliano pizza (27 cm),2490
6409," Pizza EATaliano - Pest
",Quattro Carni klasszikus EATaliano pizza (27 cm),2590
6410," Pizza EATaliano - Pest
",Quattro Formaggi klasszikus EATaliano pizza (27 cm),2490
6411," Pizza EATaliano - Pest
",Reno klasszikus EATaliano pizza (27 cm),2350
6412," Pizza EATaliano - Pest
",Rucola e Parmigiano klasszikus EATaliano pizza (27 cm),2390
6413," Pizza EATaliano - Pest
",Rucola e Prosciutto klasszikus EATaliano pizza (27 cm),2690
6414," Pizza EATaliano - Pest
",Salmone klasszikus EATaliano pizza (27cm),2690
6415," Pizza EATaliano - Pest
",Siciliana klasszikus EATaliano pizza (27cm),2450
6416," Pizza EATaliano - Pest
",Tonno klasszikus EATaliano pizza (27 cm),2490
6417," Pizza EATaliano - Pest
",Tropicana klasszikus EATaliano pizza (27cm),2390
6418," Pizza EATaliano - Pest
",Bali vékony tésztás pizza (32cm),2840
6419," Pizza EATaliano - Pest
",Diavola vékony tésztás pizza (32cm),2750
6420," Pizza EATaliano - Pest
",Firenze vékony tésztás pizza (32cm),2540
6421," Pizza EATaliano - Pest
",Foresta vékony tésztás pizza (32cm),2740
6422," Pizza EATaliano - Pest
",Funghi vékony tésztás pizza (32cm),2400
6423," Pizza EATaliano - Pest
",Gusti di Primavera vékony tésztás pizza (32cm),2640
6424," Pizza EATaliano - Pest
",Margherita vékony tésztás pizza (32cm),2300
6425," Pizza EATaliano - Pest
",Marinara vékony tésztás pizza (32cm),2840
6426," Pizza EATaliano - Pest
",New York Hot vékony tésztás pizza (32cm),2600
6427," Pizza EATaliano - Pest
",New York Pollo Hot vékony tésztás pizza (32cm),2840
6428," Pizza EATaliano - Pest
",New York Pollo vékony tésztás pizza (32cm),2700
6429," Pizza EATaliano - Pest
",New York vékony tésztás pizza (32cm),2500
6430," Pizza EATaliano - Pest
",Pepe Gino  vékony tésztás pizza (32cm),2600
6431," Pizza EATaliano - Pest
",Pepe Gino Salame vékony tésztás pizza (32cm),2840
6432," Pizza EATaliano - Pest
",Piccante vékony tésztás pizza (32cm),2740
6433," Pizza EATaliano - Pest
",Quattro Carni vékony tésztás pizza (32cm),2840
6434," Pizza EATaliano - Pest
",Quattro Formaggi vékony tésztás pizza (32cm),2740
6435," Pizza EATaliano - Pest
",Reno vékony tésztás pizza (32cm),2600
6436," Pizza EATaliano - Pest
",Rucola e Parmigiano vékony tésztás pizza (32cm),2640
6437," Pizza EATaliano - Pest
",Rucola e Prosciutto vékony tésztás pizza (32cm),2940
6438," Pizza EATaliano - Pest
",Siciliana vékony tésztás pizza (32cm),2700
6439," Pizza EATaliano - Pest
",Tonno vékony tésztás pizza (32cm),2740
6440," Pizza EATaliano - Pest
",Tropicana vékony tésztás pizza (32cm),2640
6441," Pizza EATaliano - Pest
",Bali klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2790
6442," Pizza EATaliano - Pest
",Carbonara klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2590
6443," Pizza EATaliano - Pest
",Cinque Formaggi Bianco klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2550
6444," Pizza EATaliano - Pest
",Diavola klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2700
6445," Pizza EATaliano - Pest
",Firenze  klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2490
6446," Pizza EATaliano - Pest
",Foresta klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2690
6447," Pizza EATaliano - Pest
",Funghi klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2350
6448," Pizza EATaliano - Pest
",Gusti di Primavera klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27cm),2590
6449," Pizza EATaliano - Pest
",Margherita klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2250
6450," Pizza EATaliano - Pest
",Marinara klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27cm),2790
6451," Pizza EATaliano - Pest
",New York Hot klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2550
6452," Pizza EATaliano - Pest
",New York klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2450
6453," Pizza EATaliano - Pest
",New York Pollo Hot klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2790
6454," Pizza EATaliano - Pest
",New York Pollo klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2650
6455," Pizza EATaliano - Pest
",Pepe Gino klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2550
6456," Pizza EATaliano - Pest
",Pepe Gino Salame  klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2790
6457," Pizza EATaliano - Pest
",Piccante klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2690
6458," Pizza EATaliano - Pest
",Quattro Carni klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2790
6459," Pizza EATaliano - Pest
",Quattro Formaggi klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2690
6460," Pizza EATaliano - Pest
",Reno klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2550
6461," Pizza EATaliano - Pest
",Rucola e Parmigiano klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2590
6462," Pizza EATaliano - Pest
",Rucola e Prosciutto klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2890
6463," Pizza EATaliano - Pest
",Salmone klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27cm),2890
6464," Pizza EATaliano - Pest
",Siciliana klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27cm),2650
6465," Pizza EATaliano - Pest
",Tonno klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27 cm),2690
6466," Pizza EATaliano - Pest
",Tropicana klasszikus EATaliano pizza 60% teljes kiőrlésű lisztből (27cm),2590
6467," Pizza EATaliano - Pest
",Carciofi alla Romana,1490
6468," Pizza EATaliano - Pest
",Kemencében sült kecskesajt,1550
6469," Pizza EATaliano - Pest
",Séf saláta,1250
6470," Pizza EATaliano - Pest
",Cannelloni,2390
6471," Pizza EATaliano - Pest
",Lasagne Bolognese,2490
6472," Pizza EATaliano - Pest
",Penne Arrabbiata,2050
6473," Pizza EATaliano - Pest
",Spagetti Aglio Olio,1850
6474," Pizza EATaliano - Pest
",Spaghetti Bolognese,2250
6475," Pizza EATaliano - Pest
",Spaghetti Carbonara,2150
6476," Pizza EATaliano - Pest
",Spaghetti Frutti di Mare,2490
6477," Pizza EATaliano - Pest
",Spaghetti Gamberetti,2590
6478," Pizza EATaliano - Pest
",Spaghetti Pancetta e Pomodoro,2250
6479," Pizza EATaliano - Pest
",Spaghetti Salmone e Cipolle,2590
6480," Pizza EATaliano - Pest
",Tortelloni Formaggi e Prosciutto,2590
6481," Pizza EATaliano - Pest
",Grillezett lazacsteak pezsgőmártással,3850
6482," Pizza EATaliano - Pest
",Malacszeletek Pomodoro,3150
6483," Pizza EATaliano - Pest
",Pollo al Pomodoro Mozzarella,3150
6484," Pizza EATaliano - Pest
",Pollo Regina,3150
6485," Pizza EATaliano - Pest
",Benevento saláta,2490
6486," Pizza EATaliano - Pest
",Campagnola saláta,2490
6487," Pizza EATaliano - Pest
",Caprina saláta,2750
6488," Pizza EATaliano - Pest
",Cézár saláta,2490
6489," Pizza EATaliano - Pest
",Cézár saláta csirkével,2690
6490," Pizza EATaliano - Pest
",Cinque Formaggi saláta,2490
6491," Pizza EATaliano - Pest
",Classica saláta,2190
6492," Pizza EATaliano - Pest
",Mozzarella és paradicsomsaláta,2290
6493," Pizza EATaliano - Pest
",Nizzai saláta,2490
6494," Pizza EATaliano - Pest
",Pollo saláta,2490
6495," Pizza EATaliano - Pest
",Csokoládétorta,950
6496," Pizza EATaliano - Pest
",Sajttorta,950
6497," Pizza EATaliano - Pest
",Tiramisu,950
6498," Pizza EATaliano - Pest
","Bomba energiaital (0,25l)",410
6499," Pizza EATaliano - Pest
",Cappy Ice Fruit Apple-Pear vegyesgyümölcs ital bozdavirág ízesítéssel 1.5l,520
6500," Pizza EATaliano - Pest
",Cappy Ice Fruit Orange Mix vegyesgyümölcs ital kaktusz ízesítéssel 1.5l,520
6501," Pizza EATaliano - Pest
",Cappy Ice Fruit Peach-Melon vegyesgyümölcs ital citromfű ízesítéssel 1.5l,520
6502," Pizza EATaliano - Pest
",Coca-Cola Light szénsavas üdítőital 0.5l,350
6503," Pizza EATaliano - Pest
",Coca-Cola szénsavas üdítőital 0.5l,350
6504," Pizza EATaliano - Pest
",Coca-Cola szénsavas üdítőital 1.25l,490
6505," Pizza EATaliano - Pest
",Coca-Cola Zero szénsavas üdítőital 0.5l,350
6506," Pizza EATaliano - Pest
",Coca-Cola Zero szénsavas üdítőital 1.25l,490
6507," Pizza EATaliano - Pest
",Fanta Narancs szénsavas üdítőital 0.5l,350
6508," Pizza EATaliano - Pest
",Fanta Narancs szénsavas üdítőital 1.25l,490
6509," Pizza EATaliano - Pest
",FUZETEA Citrom-Citromfű jegestea 1.5l,520
6510," Pizza EATaliano - Pest
",FUZETEA Őszibarack-Hibiszkusz jegestea 1.5l,520
6511," Pizza EATaliano - Pest
",FUZETEA Zero Citrom jegestea 1.5l,520
6512," Pizza EATaliano - Pest
",NaturAqua szénsavas ásványvíz 1.5l,290
6513," Pizza EATaliano - Pest
",NaturAqua szénsavmentes ásványvíz 1.5l,290
6514," Pizza EATaliano - Pest
",Sprite Citrom-Lime szénsavas üdítőital 1.25l,490
6515," Pizza EATaliano - Pest
","Cabarnet Franc (0,75l)",3690
6516," Pizza EATaliano - Pest
","Cabernet Sauvignon (0,75l)",4490
6517," Pizza EATaliano - Pest
","Chardonnay (0,75l)",2890
6518," Pizza EATaliano - Pest
","Chardonnay Frizzante IGT (0,75l)",4090
6519," Pizza EATaliano - Pest
","Chianti (0,75l)",3990
6520," Pizza EATaliano - Pest
","Édes Szamorodni (0,5l)",4090
6521," Pizza EATaliano - Pest
","Fruska Rosé (0,75l)",2590
6522," Pizza EATaliano - Pest
","Gere Rosé (0,75l)",3290
6523," Pizza EATaliano - Pest
","Heineken (0,33l)",410
6524," Pizza EATaliano - Pest
","Kékfrankos (0,75l)",3390
6525," Pizza EATaliano - Pest
","Kikerics Merlot Kékfrankos (0,75l)",2890
6526," Pizza EATaliano - Pest
","Lambrusco (0,75l)",2890
6527," Pizza EATaliano - Pest
","Muskotály félédes (0,75l)",2690
6528," Pizza EATaliano - Pest
","Nero DAvola Merlot (0,75l)",4090
6529," Pizza EATaliano - Pest
","Opere Extra Brut (0,75l)",11590
6530," Pizza EATaliano - Pest
","Prosecco Doc Frizzante Mini (0,2l)",1190
6531," Pizza EATaliano - Pest
","Prosecco Frizzante Doc Treviso (0,75l)",5090
6532," Pizza EATaliano - Pest
","Rajnai Rizling (0,75l)",2990
6533," Pizza EATaliano - Pest
","Rosato Frizzante IGT (0,75l)",4290
6534," Pizza EATaliano - Pest
","Sauvignon Blanc (0,75l)",3190
6535," Pizza EATaliano - Pest
","Venetriere Pinot Grigio (0,75l)",3290
6536," Pizza EATaliano - Pest
","Vino Bianco - ház bora (0,75l)",2590
6537," Pizza EATaliano - Pest
","Vino Rosso - ház bora (0,75l)",2590
6538," Grand Re Pizza Hungary
",Amit te szeretnél! Összerakható kívánság pizza (32cm),1890
6539," Grand Re Pizza Hungary
",Bolognai pizza (32cm),1890
6540," Grand Re Pizza Hungary
",Corn pizza (32cm),1890
6541," Grand Re Pizza Hungary
",Fehér vega pizza (32cm),1890
6542," Grand Re Pizza Hungary
",Funghi pizza (32cm),1890
6543," Grand Re Pizza Hungary
",Görög pizza (32cm),2190
6544," Grand Re Pizza Hungary
",Green love pizza (32cm),2190
6545," Grand Re Pizza Hungary
",Gyros pizza (32cm),2190
6546," Grand Re Pizza Hungary
",Ham pizza (32cm),1890
6547," Grand Re Pizza Hungary
",Hawaii pizza (32cm),1890
6548," Grand Re Pizza Hungary
",Hungária pizza (32cm),2190
6549," Grand Re Pizza Hungary
",Húsimádó pizza (32cm),2190
6550," Grand Re Pizza Hungary
",Juh-hey pizza (32cm),1890
6551," Grand Re Pizza Hungary
",Magyaros pizza (32cm),2190
6552," Grand Re Pizza Hungary
",Margherita pizza (32cm),1890
6553," Grand Re Pizza Hungary
",Mexikói pizza (32cm),1890
6554," Grand Re Pizza Hungary
",Pórés pizza (32cm),2190
6555," Grand Re Pizza Hungary
",Quattro Formaggi pizza (32cm),2190
6556," Grand Re Pizza Hungary
",Ratatouille pizza (32cm),1890
6557," Grand Re Pizza Hungary
",SonGoKu pizza (32cm),1890
6558," Grand Re Pizza Hungary
",Sonkás pizza (32cm),1890
6559," Grand Re Pizza Hungary
",Szalámis pizza (32cm),1890
6560," Grand Re Pizza Hungary
",Szicília pizza (32cm),2190
6561," Grand Re Pizza Hungary
",Tuna pizza (32cm),2190
6562," Grand Re Pizza Hungary
",Vega fresh pizza (32cm),2190
6563," Grand Re Pizza Hungary
",Vega pizza (32cm),2190
6564," Grand Re Pizza Hungary
",Baracklekváros palacsinta (1db),120
6565," Grand Re Pizza Hungary
",Fahéjas palacsinta (1db),120
6566," Grand Re Pizza Hungary
",Gyümölcsrizs,750
6567," Grand Re Pizza Hungary
",Hideg tejberizs,490
6568," Grand Re Pizza Hungary
",Kakaós palacsinta (1db),120
6569," Grand Re Pizza Hungary
",Kókuszgolyó (7db),650
6570," Grand Re Pizza Hungary
",Mogyorókrémes palacsinta (1db),120
6571," Grand Re Pizza Hungary
",Somlói galuska,750
6572," Grand Re Pizza Hungary
",Túrós kókuszgolyó (7db),650
6573," Grand Re Pizza Hungary
",Bomba energiaital 0.25l,250
6574," Grand Re Pizza Hungary
",Coca-Cola szénsavas üdítőital 0.33l,250
6575," Grand Re Pizza Hungary
",Coca-Cola szénsavas üdítőital 0.5l,350
6576," Grand Re Pizza Hungary
",Coca-Cola Zero szénsavas üdítőital 0.33l,250
6577," Grand Re Pizza Hungary
",Coca-Cola Zero szénsavas üdítőital 0.5l,350
6578," Grand Re Pizza Hungary
",Fanta Narancs szénsavas üdítőital 0.33l,250
6579," Grand Re Pizza Hungary
",Fanta Narancs szénsavas üdítőital 0.5l,350
6580," Grand Re Pizza Hungary
",FUZETEA Citrom-Citromfű jegestea 0.5l,350
6581," Grand Re Pizza Hungary
",FUZETEA Őszibarack-Hibiszkusz jegestea 0.5l,350
6582," Grand Re Pizza Hungary
",Hell apple energiaital 0.25l,250
6583," Grand Re Pizza Hungary
",Hell Classic energiaital 0.25l,250
6584," Grand Re Pizza Hungary
",Hell Red grape energiaital 0.25l,250
6585," Grand Re Pizza Hungary
",Hell Zero energiaital 0.25l,250
6586," Grand Re Pizza Hungary
",Kinley Ginger Ale szénsavas üdítőital 0.25l,250
6587," Grand Re Pizza Hungary
",Kinley Ginger Ale szénsavas üdítőital 0.5l,350
6588," Grand Re Pizza Hungary
",Kinley Tonic Water szénsavas üdítőital 0.25l,250
6589," Grand Re Pizza Hungary
",Kinley Tonic Water szénsavas üdítőital 0.5l,350
6590," Grand Re Pizza Hungary
",NaturAqua szénsavas ásványvíz 0.5l,200
6591," Grand Re Pizza Hungary
",NaturAqua szénsavmentes ásványvíz 0.5l,200
6592," Grand Re Pizza Hungary
",Red Bull energiaital 0.25l,500
6593," Grand Re Pizza Hungary
",Topjoy alma 0.25l,250
6594," Grand Re Pizza Hungary
",Topjoy kaktusz 0.25l,250
6595," Grand Re Pizza Hungary
",Topjoy mangó 0.25l,250
6596," Grand Re Pizza Hungary
",Topjoy őszibarack 0.25l,250
6597," Grand Re Pizza Hungary
",Bacardi Breezer citrom 0.275l,850
6598," Grand Re Pizza Hungary
",Bacardi Breezer görögdinnye 0.275l,850
6599," Grand Re Pizza Hungary
",Bacardi Breezer lime 0.275l,850
6600," Grand Re Pizza Hungary
",Bacardi Breezer narancs 0.275l,850
6601," Grand Re Pizza Hungary
",Miller 0.33l,500
6602," Grand Re Pizza Hungary
",Miller 0.5l,600
6603," Grand Re Pizza Hungary
",Soproni 0.5l,400
6604," Grand Re Pizza Hungary
",Soproni Meggy 0.5l,400
6605," Grand Re Pizza Hungary
",Soproni Radler 0.5l,400
6606," Grand Re Pizza Hungary
",Strongbow 0.33l,500
6607," Kupak Bar & Bistro
",Rántott camembert sajtgolyók,1990
6608," Kupak Bar & Bistro
",Majonéz,100
6609," Kupak Bar & Bistro
",Görög saláta,1290
6610," Kupak Bar & Bistro
",Tonhalsaláta,1490
6611," Kupak Bar & Bistro
",Francia hagymaleves,1190
6612," Kupak Bar & Bistro
",Gulyásleves,1290
6613," Kupak Bar & Bistro
",Jókai bableves,1390
6614," Kupak Bar & Bistro
",Tárkonyos csirkeraguleves,1190
6615," Kupak Bar & Bistro
",Csirkepaprikás,1490
6616," Kupak Bar & Bistro
",Marhapörkölt,1990
6617," Kupak Bar & Bistro
",Magyaros sertésszelet,2190
6618," Kupak Bar & Bistro
",Rántott csirkemell,1990
6619," Kupak Bar & Bistro
",Rántott trappista sajt,1990
6620," Kupak Bar & Bistro
",Arrabbiata spagetti,1490
6621," Kupak Bar & Bistro
",Bolognai spagetti,1890
6622," Kupak Bar & Bistro
",Sajtos tészta,1190
6623," Kupak Bar & Bistro
",Tejszínes-sonkás tészta,1490
6624," Kupak Bar & Bistro
",Hagymás-tejfölös pizza (32cm),1690
6625," Kupak Bar & Bistro
",Magyaros pizza (32cm),1890
6626," Kupak Bar & Bistro
",Margherita pizza (32cm),1190
6627," Kupak Bar & Bistro
",Sonkás pizza (32cm),1290
6628," Kupak Bar & Bistro
",Sonkás-kukoricás pizza (32cm),1390
6629," Kupak Bar & Bistro
",Szalámis pizza (32cm),1590
6630," Kupak Bar & Bistro
",Dupla Kupak burger,2490
6631," Kupak Bar & Bistro
",Klasszik lángos,990
6632," Kupak Bar & Bistro
",Kupak burger,1990
6633," Kupak Bar & Bistro
",Vega burger,2190
6634," Kupak Bar & Bistro
",Csirkés ciabatta,1290
6635," Kupak Bar & Bistro
",Tarjás ciabatta,1290
6636," Kupak Bar & Bistro
",Hasábburgonya,890
6637," Kupak Bar & Bistro
",Rizs,690
6638," Kupak Bar & Bistro
",Steakburgonya,890
6639," Kupak Bar & Bistro
",Csalamádé,590
6640," Kupak Bar & Bistro
",Csemegeuborka,590
6641," Kupak Bar & Bistro
",Uborkasaláta,590
6642," Kupak Bar & Bistro
",Somlói galuska,1190
6643," Kupak Bar & Bistro
",Nutellás palacsinta,690
6644," Kupak Bar & Bistro
",Lekváros palacsinta,690
6645," Kupak Bar & Bistro
","Műanyag kanál, villa",60
6646," Kupak Bar & Bistro
",Ketchup,150
6647," Kupak Bar & Bistro
",Tartármártás,150
6648," Pasta Culture Tésztabár
",Affetatti misti,2490
6649," Pasta Culture Tésztabár
",Bresaola,2290
6650," Pasta Culture Tésztabár
",Bruschetta miste,1590
6651," Pasta Culture Tésztabár
",Bruschetta pomodoro,990
6652," Pasta Culture Tésztabár
",Mozzarella bufala e pomodorini,2190
6653," Pasta Culture Tésztabár
",Zuppa di asparagi,890
6654," Pasta Culture Tésztabár
",Zuppa di cipolla,890
6655," Pasta Culture Tésztabár
",Zuppa di funghi porcini,890
6656," Pasta Culture Tésztabár
",Zuppa di gorgonzola,890
6657," Pasta Culture Tésztabár
",Zuppa di pomodoro,890
6658," Pasta Culture Tésztabár
",Asparagi e bacon pizza (32cm),1650
6659," Pasta Culture Tésztabár
",Bolognese pizza (32cm),1590
6660," Pasta Culture Tésztabár
",Bresaola pizza (32cm),1990
6661," Pasta Culture Tésztabár
",Bufala e pomodorini pizza (32cm),1990
6662," Pasta Culture Tésztabár
",Cannibale pizza (32cm),1590
6663," Pasta Culture Tésztabár
",Crudo rucola e grana pizza (32cm),2090
6664," Pasta Culture Tésztabár
",Funghi pizza (32cm),1390
6665," Pasta Culture Tésztabár
",Funghi porcini e speck pizza (32cm),1790
6666," Pasta Culture Tésztabár
",Funghi porcini pizza (32cm),1650
6667," Pasta Culture Tésztabár
",Gamberoni pizza (32cm),1890
6668," Pasta Culture Tésztabár
",Margherita pizza (32cm),1290
6669," Pasta Culture Tésztabár
",Napoletana pizza (32cm),1590
6670," Pasta Culture Tésztabár
",Petto di pollo e bacon pizza (32cm),1590
6671," Pasta Culture Tésztabár
",Pizza pane o grissini,990
6672," Pasta Culture Tésztabár
",Prosciutto crudo pizza (32cm),1690
6673," Pasta Culture Tésztabár
",Prosciutto e funghi pizza (32cm),1450
6674," Pasta Culture Tésztabár
",Prosciutto e mais pizza (32cm),1450
6675," Pasta Culture Tésztabár
",Prosciutto funghi e mais pizza (32cm),1550
6676," Pasta Culture Tésztabár
",Prosciutto pizza (32cm),1390
6677," Pasta Culture Tésztabár
",Quattro formaggi pizza (32cm),1490
6678," Pasta Culture Tésztabár
",Quattro stagioni pizza (32cm),1590
6679," Pasta Culture Tésztabár
",Rucola e grana pizza (32cm),1690
6680," Pasta Culture Tésztabár
",Salame piccante pizza (32cm),1590
6681," Pasta Culture Tésztabár
",Salami ungherese pizza (32cm),1490
6682," Pasta Culture Tésztabár
",Spinaci e gorgonzola pizza (32cm),1590
6683," Pasta Culture Tésztabár
",Tonno e cipolla pizza (32cm),1590
6684," Pasta Culture Tésztabár
",Fusilli contadina,1790
6685," Pasta Culture Tésztabár
",Fusilli pesto,1790
6686," Pasta Culture Tésztabár
",Fusilli salmone,2090
6687," Pasta Culture Tésztabár
",Gnocchi pollo e funghi,1990
6688," Pasta Culture Tésztabár
",Gnocchi pomodorini e prosciutto crudo,2490
6689," Pasta Culture Tésztabár
",Gnocchi quattro formaggi,2090
6690," Pasta Culture Tésztabár
",Penne al tiro,1350
6691," Pasta Culture Tésztabár
",Penne all arrabbiata,1290
6692," Pasta Culture Tésztabár
",Penne asparagi e pollo,1890
6693," Pasta Culture Tésztabár
",Penne tonno,1790
6694," Pasta Culture Tésztabár
",Penne tonno e olive,1990
6695," Pasta Culture Tésztabár
",Spaghetti a matriciana,1590
6696," Pasta Culture Tésztabár
",Spaghetti aglio olio e pepperoncino,1290
6697," Pasta Culture Tésztabár
",Spaghetti carbonara,1890
6698," Pasta Culture Tésztabár
",Spaghetti gamberoni,2390
6699," Pasta Culture Tésztabár
",Spaghetti pomodoro,1290
6700," Pasta Culture Tésztabár
",Spaghetti puttanesca,1350
6701," Pasta Culture Tésztabár
",Tagliatelle funghi porcini,2090
6702," Pasta Culture Tésztabár
",Tagliatelle funghi porcini fehérborral,2090
6703," Pasta Culture Tésztabár
",Tagliatelle mare e monti,2590
6704," Pasta Culture Tésztabár
",Tagliatelle pomodoro secci,2090
6705," Pasta Culture Tésztabár
",Tagliatelle porcini e speck,2390
6706," Pasta Culture Tésztabár
",Tagliatelle ragú di bolognese,1790
6707," Pasta Culture Tésztabár
",Tagliatelle spinaci e gorgonzola,1990
6708," Pasta Culture Tésztabár
",Petto di pollo all arrabbiata,1950
6709," Pasta Culture Tésztabár
",Petto di pollo alla griglia con pomodirini e olive nero,2790
6710," Pasta Culture Tésztabár
",Petto di pollo alla grigliata,1890
6711," Pasta Culture Tésztabár
",Petto di pollo alla Valdostana,2550
6712," Pasta Culture Tésztabár
",Petto di pollo con funghi e cotto e panna (picante),2190
6713," Pasta Culture Tésztabár
",Petto di pollo con funghi porcini,2590
6714," Pasta Culture Tésztabár
","Petto di pollo con mozzarella, spinaci e pomodorini",2990
6715," Pasta Culture Tésztabár
",Petto di pollo con quattro formaggi,2390
6716," Pasta Culture Tésztabár
",Petto di pollo con salsa aurora,2090
6717," Pasta Culture Tésztabár
",Petto di pollo con salsa vino bianca,1950
6718," Pasta Culture Tésztabár
",Saltimbocca alla Romana (pollo),2590
6719," Pasta Culture Tésztabár
",Asparagi e gamberoni rizottó,2390
6720," Pasta Culture Tésztabár
",Funghi porcini rizottó,1890
6721," Pasta Culture Tésztabár
",Parmeggiana e prosciutto crudo rizottó,1790
6722," Pasta Culture Tésztabár
",Pollo e pomodori secci e rucola rizottó,2490
6723," Pasta Culture Tésztabár
",Asparagi al burro,990
6724," Pasta Culture Tésztabár
",Gnocchi al burro,990
6725," Pasta Culture Tésztabár
",Penne con olio olive,590
6726," Pasta Culture Tésztabár
",Spinaci al burro,890
6727," Pasta Culture Tésztabár
",Vendure bollito,990
6728," Pasta Culture Tésztabár
",Insalata Cesare di gamberoni,2190
6729," Pasta Culture Tésztabár
",Insalata Cesare di pollo,1890
6730," Pasta Culture Tésztabár
",Insalata mista ,1090
